track,artist,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Get the Party Started,P!nk,2u1hMwcB9TwziV6P7jdyxX,0.806,0.902,11,-3.391,0,0.0477,0.00124,0.0,0.212,0.963,128.943
Respect (feat. Scratch),P!nk,0DqDSW0xdTUMwhOLYLtC9m,0.779,0.753,3,-6.874,0,0.0558,0.000334,0.00374,0.18,0.803,129.06
18 Wheeler,P!nk,02KXGtTWStBwmOLzFIUivK,0.398,0.851,4,-5.922,1,0.082,0.0036,0.0,0.11,0.502,182.026
Family Portrait,P!nk,1apAx8Fozuo5MzD0JLw4YX,0.761,0.687,0,-5.346,0,0.0486,0.0216,3.08e-06,0.562,0.78,91.812
Misery (with Steven Tyler),P!nk,6jY3W9ywchEFwA8uTzaGbK,0.479,0.676,0,-6.585,1,0.0401,0.138,0.0,0.128,0.227,140.957
Dear Diary,P!nk,0F2EFQxsyVchq0W3Wb2TQV,0.65,0.716,7,-4.75,1,0.0327,3.72e-05,0.000234,0.0292,0.386,89.686
Eventually,P!nk,4wVA1OlDoVKILzGmAJMSH4,0.581,0.678,7,-6.406,0,0.0382,0.102,1.21e-06,0.103,0.415,137.204
Lonely Girl (feat. Linda Perry),P!nk,4egPgFmLoE1Z2bKLEmzCkQ,0.505,0.71,8,-5.176,0,0.0532,0.00309,0.0,0.0313,0.528,154.659
Numb,P!nk,6BIaQrIUOSyyJvry76fNJp,0.63,0.913,5,-5.075,1,0.0696,0.0024,0.000303,0.116,0.294,108.52
Gone to California,P!nk,3QRZknOUCPCpOvK21j0rXb,0.647,0.555,7,-8.521,0,0.064,0.333,3.88e-06,0.371,0.493,124.696
My Vietnam,P!nk,3Wto3qVmbTqpSskoQ3YIxt,0.717,0.588,4,-7.546,0,0.0484,0.00291,0.000476,0.131,0.616,98.927
Get the Party Started,P!nk,02jcEwywffn3Tsb48fXmlW,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93
18 Wheeler,P!nk,5sCQZfvgRzFqxTFPAd7HOC,0.395,0.854,4,-5.908,1,0.093,0.00343,0.0,0.0849,0.476,181.982
M!ssundaztood,P!nk,78ZpGrufkYznYUF1BC9KsL,0.804,0.928,1,-4.788,0,0.0409,0.000226,0.0202,0.112,0.975,120.0
Dear Diary,P!nk,7MQC5B7vHk7xtwRoSPygEF,0.646,0.728,7,-4.68,1,0.0324,2.92e-05,0.000135,0.0398,0.38,89.685
Eventually,P!nk,6oAiMHUKLS6QRtXKKmFEjD,0.58,0.695,7,-6.283,0,0.0387,0.102,1.19e-06,0.109,0.399,137.165
Numb,P!nk,2mnd5CBjJ4ahz4E2WLWtSv,0.431,0.909,0,-4.913,1,0.169,0.00292,0.000192,0.118,0.322,217.173
Just Like a Pill,P!nk,1BpV8IGf4XsRRJf4Xuui9q,0.689,0.774,9,-4.528,1,0.0278,8.72e-05,0.0,0.0941,0.25,102.054
Family Portrait,P!nk,6VD5vEK2wVfTG7q84pJ6EO,0.65,0.685,0,-5.26,0,0.139,0.0272,3.56e-06,0.572,0.735,183.695
Misery (with Steven Tyler),P!nk,7xivQxGKQqbCRaz93HSzv1,0.347,0.67,0,-6.422,1,0.0479,0.131,0.0,0.271,0.189,140.588
Respect (feat. Scratch),P!nk,6UAEqIEDAOViZx8OWw7eUJ,0.784,0.75,1,-6.754,1,0.0538,0.000316,0.00629,0.267,0.797,129.089
Don't Let Me Get Me - Radio Edit,P!nk,1BfRdnfPYrni7zj4ANodBX,0.624,0.85,0,-4.754,0,0.0756,0.00234,0.0,0.0621,0.615,98.525
Gone to California,P!nk,1FxsztCXkw9U4e07U6WnMO,0.655,0.564,7,-8.519,0,0.0614,0.277,5.45e-06,0.341,0.472,124.704
Lonely Girl (feat. Linda Perry),P!nk,7894fEwWV1Uelfg8diYC9O,0.515,0.722,8,-5.088,0,0.0521,0.00302,0.0,0.0267,0.523,154.665
My Vietnam,P!nk,4476QQO2wWDRpNLBaWGwpQ,0.712,0.594,4,-7.452,0,0.0463,0.00307,0.000667,0.417,0.627,98.915
Catch 22,P!nk,5rw0RJ9sJMR2GVGzGyB9LS,0.871,0.699,4,-8.838,0,0.172,0.00289,0.000116,0.2,0.903,139.918
"Get The Party Started - Live at La Scala, King's Cross, London, England",P!nk,1x4P91N1ieE9hZq38ToEC6,0.48,0.982,0,-5.012,1,0.171,0.00731,0.0,0.893,0.363,129.254
Just Like A Pill - Jacknife Lee Mix,P!nk,7GoIwiu4hfTszEsPDqT297,0.679,0.812,9,-6.853,1,0.0542,0.000157,0.00579,0.158,0.609,120.018
Don't Let Me Get Me - Maurice's Nu Soul Mix,P!nk,50XCLKVyJBK64YChU7o1xR,0.791,0.831,10,-5.361,1,0.0628,0.00843,0.00104,0.0492,0.964,126.993
Split Personality,P!nk,1oUreZvZqTgSghss845uC7,0.635,0.75,0,-5.867,0,0.122,0.00674,6.38e-05,0.844,0.821,186.016
Hell Wit Ya,P!nk,6d1B1k4lvWNSu3LFlUw1Gj,0.862,0.724,7,-5.885,1,0.0663,0.00468,0.00361,0.0366,0.534,115.888
Most Girls,P!nk,635PqgECfFbL0MNLogX7Yv,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00446,0.101,0.694,97.922
There You Go,P!nk,6dJ2mSRaKE9ctYw9qWNGWQ,0.822,0.847,10,-6.729,0,0.0917,0.0854,0.0,0.0452,0.668,107.908
You Make Me Sick - Radio Mix,P!nk,1icygp76kVbs429RikF0jJ,0.773,0.686,11,-6.596,0,0.163,0.00224,2.06e-06,0.347,0.661,100.542
Let Me Let You Know,P!nk,4jXu2azK1yiEMmAOZsU3cC,0.751,0.562,11,-8.052,1,0.0341,0.258,2.22e-05,0.0626,0.446,114.648
Love Is Such a Crazy Thing,P!nk,7eAiYo9m6fanyAwpFG6kYp,0.612,0.947,1,-5.699,1,0.05,0.00684,2.09e-05,0.0736,0.212,97.903
Private Show,P!nk,0kURmuWRVuu0q0cqTY82pS,0.619,0.687,6,-8.84,0,0.0812,0.0111,0.00148,0.042,0.961,196.008
Can't Take Me Home,P!nk,3uDhXnVLkO2PmcN6ZKxVZQ,0.509,0.805,6,-6.149,0,0.0628,0.0205,2.89e-06,0.313,0.906,142.506
Stop Falling,P!nk,1w2J2l3xrhLaTvYqyHDRpQ,0.574,0.246,9,-14.226,0,0.0448,0.564,0.0,0.0859,0.274,118.072
Do What U Do,P!nk,2rQVBaSAikVwR8bnsPFEAv,0.54,0.406,6,-10.36,0,0.286,0.1,0.0,0.293,0.672,168.187
Hiccup,P!nk,6nxsfXTEqIb9NBpB3YAnyL,0.697,0.886,10,-5.634,0,0.188,0.0479,7.06e-06,0.0811,0.834,96.393
Is It Love,P!nk,1KRAV0ta1o7rySSZnmUroc,0.796,0.535,11,-7.257,0,0.073,0.00194,0.0203,0.0413,0.785,97.332
There You Go - Sovereign Remix,P!nk,1d7Y2isBtFHGUfGon9KjP9,0.804,0.827,11,-8.267,0,0.0717,0.00144,0.642,0.0251,0.964,131.865
Most Girls - X Men Vocal Mix,P!nk,4e5hPZcS9iTRErCSp1b8ma,0.499,0.624,2,-10.743,1,0.0909,0.00168,0.0794,0.267,0.636,132.948
Love Me More,Sam Smith,4drTfZwGTDNrbg3dQ17d0w,0.783,0.404,10,-6.39,1,0.0722,0.447,1.84e-05,0.176,0.476,85.004
No God,Sam Smith,6uHyUNwt9h4Q1Um222MDai,0.616,0.509,6,-7.663,0,0.141,0.406,0.000296,0.109,0.152,89.82
Hurting Interlude,Sam Smith,0rqtmKms6Wv2yvLrK4CrKH,0.447,0.484,6,-20.303,0,0.325,0.987,0.806,0.186,0.932,134.258
Lose You,Sam Smith,0nj10HgZ07ALWmo7NFbUrQ,0.667,0.697,5,-5.652,0,0.0446,0.115,7.78e-06,0.311,0.497,122.992
Perfect (feat. Jessie Reyez),Sam Smith,1t4G4h7uqANRBY75nsrwtl,0.549,0.297,5,-8.789,1,0.0294,0.234,0.00483,0.373,0.2,95.0
Unholy (feat. Kim Petras),Sam Smith,59Qn1jFsY0qCNJqEvyvqdZ,0.712,0.463,2,-7.399,1,0.0797,0.011,2.96e-06,0.301,0.206,131.199
How To Cry,Sam Smith,4HtKg96D9ya97kDEnfKiuV,0.444,0.348,1,-8.657,0,0.0405,0.629,2.27e-06,0.18,0.296,89.068
Six Shots,Sam Smith,7oUwkHK056PfswC11jK2a6,0.578,0.415,2,-8.679,0,0.0545,0.0762,4.4e-06,0.363,0.376,88.125
Gimme (feat. Koffee & Jessie Reyez),Sam Smith,3ZKDfVjmrkkcO3YFCRKdtU,0.682,0.446,10,-8.152,0,0.0596,0.0995,0.00172,0.431,0.746,104.855
I'm Not Here To Make Friends,Sam Smith,2m9sMrdX6IrjCH4ioODy7a,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914
Gloria,Sam Smith,5BQ4FGvfzNpfjg2RHcc0Vs,0.185,0.331,5,-13.186,1,0.0338,0.857,0.00022,0.132,0.266,88.499
Who We Love (feat. Ed Sheeran),Sam Smith,10AhOhGxdcRN90qlFGmoHP,0.568,0.289,11,-8.973,1,0.0395,0.858,0.0,0.0943,0.338,140.122
Kissing You,Sam Smith,4cTafvpYaCM3u41plC0eK4,0.168,0.225,5,-14.452,0,0.0335,0.945,0.0983,0.106,0.24,84.136
Heavenly Sent,Sam Smith,4HgxrKTxCQUSR9qcuLycUN,0.59,0.293,10,-9.745,1,0.0342,0.808,0.0,0.103,0.422,80.099
Stay With Me - Live From The Royal Albert Hall,Sam Smith,41qam5MCYe9vBnSmX3FeOH,0.394,0.393,0,-8.778,1,0.0544,0.156,0.0,0.892,0.271,116.298
I'm Not The Only One - Live From The Royal Albert Hall,Sam Smith,6kkmFuIQHCSc4xxd92fLiU,0.518,0.638,4,-7.156,1,0.0351,0.133,0.0,0.873,0.479,84.899
Too Good At Goodbyes - Live From The Royal Albert Hall,Sam Smith,6zbFdd9rFfZjWrvj4tiJa3,0.686,0.48,5,-8.375,1,0.0286,0.247,0.0,0.966,0.59,91.895
How Do You Sleep? - Live From The Royal Albert Hall,Sam Smith,0C7x2CuGep5Vd90Dvf30M0,0.413,0.65,1,-7.144,0,0.0552,0.184,0.0,0.915,0.203,170.027
Dancing With A Stranger - Live From The Royal Albert Hall,Sam Smith,7BazXL0aiygMDuV2Ycx6aU,0.547,0.548,1,-7.707,1,0.0318,0.0763,0.0,0.922,0.268,102.792
Lose You - Live From The Royal Albert Hall,Sam Smith,2Y3QGTKn5Nlxw5pYIYqKos,0.658,0.597,0,-7.903,0,0.0609,0.369,0.0,0.959,0.421,123.048
Unholy (feat. Kim Petras) - Live From The Royal Albert Hall,Sam Smith,1mLkmVH9jcPZ7lr5D3i7Sb,0.607,0.754,1,-4.724,1,0.0554,0.241,0.0,0.973,0.241,130.884
Love Me More,Sam Smith,6maG9OGek8E3dEwp0BwFjT,0.783,0.404,10,-6.39,1,0.0722,0.447,1.84e-05,0.176,0.476,85.004
No God,Sam Smith,0RlBQOKhSIpAFmn2MbSH6j,0.616,0.509,6,-7.663,0,0.141,0.406,0.000296,0.109,0.152,89.82
Hurting Interlude,Sam Smith,0u6TnByX663BRVELE4KXNe,0.447,0.484,6,-20.303,0,0.325,0.987,0.806,0.186,0.932,134.258
Lose You,Sam Smith,00I5NjPGm836J2MQmYxhs9,0.667,0.697,5,-5.652,0,0.0446,0.115,7.78e-06,0.311,0.497,122.992
Perfect (feat. Jessie Reyez),Sam Smith,0mL3oQwd5ZoLDpdoVuzrbg,0.549,0.297,5,-8.789,1,0.0294,0.234,0.00483,0.373,0.2,95.0
Unholy (feat. Kim Petras),Sam Smith,0NZPBYD5qbEWRs3PrGiRkT,0.712,0.463,2,-7.399,1,0.0797,0.011,2.96e-06,0.301,0.206,131.199
How To Cry,Sam Smith,5TQTUVJ23PhEhrriErbDWb,0.444,0.348,1,-8.657,0,0.0405,0.629,2.27e-06,0.18,0.296,89.068
Six Shots,Sam Smith,6XgUELmTiQ2mi6FlgwkOze,0.578,0.415,2,-8.679,0,0.0545,0.0762,4.4e-06,0.363,0.376,88.125
Gimme (feat. Koffee & Jessie Reyez),Sam Smith,7o44vqiznJAsLZpSZwtCkV,0.682,0.446,10,-8.152,0,0.0596,0.0995,0.00172,0.431,0.746,104.855
I'm Not Here To Make Friends,Sam Smith,3i0FkJYlU4MFfYkjFHXXAM,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914
Gloria,Sam Smith,5miqHxHfCGpR6W9u2uzSgj,0.185,0.331,5,-13.186,1,0.0338,0.857,0.00022,0.132,0.266,88.499
Who We Love (feat. Ed Sheeran),Sam Smith,16axxBqfSvis8mjhrLHWeH,0.568,0.289,11,-8.973,1,0.0395,0.858,0.0,0.0943,0.338,140.122
Waving Through A Window - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Ben Platt,0Grpt3Up0Kaj7PljmT7inL,0.499,0.731,9,-6.452,1,0.0525,0.244,0.0,0.0938,0.463,145.001
For Forever - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Ben Platt,4F0FjRSJxEhEg2O2X7xAik,0.357,0.339,5,-8.854,1,0.048,0.332,1.01e-05,0.0936,0.211,91.602
Sincerely Me - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Colton Ryan,7Fuj7RyGJYSJ7HgO5E2tJv,0.631,0.703,0,-5.799,1,0.0927,0.00797,0.0,0.161,0.572,97.984
Requiem - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Kaitlyn Dever,2hp0ZBtEDA2Wn3C1fvJSf9,0.337,0.373,4,-7.996,1,0.0331,0.554,0.0,0.0796,0.254,82.093
If I Could Tell Her - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Ben Platt,7bKq8MLzpWlaO1RXPkEm95,0.533,0.301,4,-10.239,1,0.0426,0.587,0.0,0.0972,0.528,96.194
The Anonymous Ones - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Amandla Stenberg,1ouS2oUJOnxH9TaQxpNpUO,0.513,0.332,1,-9.51,1,0.0714,0.463,1.03e-05,0.109,0.182,103.839
You Will Be Found - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Ben Platt,3AYMFpcQeHCjnTAb8XKeVu,0.261,0.533,6,-7.688,0,0.0512,0.0612,0.0,0.0962,0.224,78.247
Only Us - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Kaitlyn Dever,34IKm7af3AY1m36bnlNH5k,0.358,0.339,1,-8.387,1,0.0326,0.71,0.0,0.094,0.333,136.79
Words Fail - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Ben Platt,6oKvPUNfMLB8tPCZxQztGR,0.388,0.172,0,-10.779,1,0.0429,0.873,0.0,0.0943,0.256,109.07
So Big / So Small - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Julianne Moore,1MdFRRORSskeNMHJsYv9cu,0.408,0.124,6,-14.495,1,0.0458,0.795,2.7e-05,0.116,0.257,90.884
A Little Closer - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Colton Ryan,5V0BIjKnVh2acWHuf5evww,0.296,0.183,4,-14.855,1,0.0393,0.81,0.00165,0.105,0.217,81.32
You Will Be Found (Sam Smith & Summer Walker Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Sam Smith,6i14jVQ6cq2BxYWlYYgzyD,0.397,0.413,1,-7.701,1,0.0342,0.477,0.0,0.0835,0.492,77.864
The Anonymous Ones (SZA Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,SZA,1UiIBbs0Pl8rAtz294SZoR,0.663,0.458,1,-8.419,1,0.036,0.316,4.4e-06,0.114,0.217,99.971
Only Us (Carrie Underwood & Dan + Shay Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Carrie Underwood,4SaukjSrlHLaSwZ5K6OHhe,0.365,0.401,4,-7.331,1,0.0303,0.722,0.0,0.0952,0.3,138.365
A Little Closer (FINNEAS Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,FINNEAS,3tcquFqOHmSIDmhW4rH2Pn,0.373,0.144,11,-17.085,1,0.0372,0.932,4.51e-05,0.0924,0.157,140.384
Waving Through A Window (Tori Kelly Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack,Tori Kelly,1oTJvM9gyW1uY7Bb0tOZyk,0.708,0.426,3,-7.909,1,0.057,0.274,0.0,0.0982,0.536,130.025
Diamonds - Live At Abbey Road Studios,Sam Smith,2EYFOgfPkmLW3peGU8AYwg,0.694,0.598,10,-7.484,0,0.0593,0.56,0.0,0.0743,0.485,103.902
Dancing With A Stranger - Live At Abbey Road Studios,Sam Smith,3MVBoHYBVPuHNZRp6Qqjs0,0.688,0.493,8,-8.994,1,0.0433,0.527,0.0,0.34,0.345,102.915
Promises - Live At Abbey Road Studios,Sam Smith,3v07s9Qz0N11u7PAAAs5GS,0.725,0.586,11,-10.11,1,0.0486,0.163,0.00381,0.0663,0.44,122.966
Too Good At Goodbyes - Live At Abbey Road Studios,Sam Smith,2jxtcz4S5vSJAZmG1U5soa,0.678,0.426,5,-7.007,1,0.0393,0.666,0.0,0.134,0.559,91.857
Lay Me Down - Live At Abbey Road Studios,Sam Smith,4CUa8nVas9FJejpZcsQVdD,0.379,0.0829,3,-11.694,1,0.0368,0.937,0.0,0.113,0.324,76.563
My Oasis - Live At Abbey Road Studios,Sam Smith,57Y8QOuSrM9hGpRARGPY1P,0.479,0.354,10,-11.043,0,0.0474,0.833,0.00162,0.422,0.175,143.887
Time After Time - Live At Abbey Road Studios,Sam Smith,2EI5lZg5rjvmlpQG45L0lU,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661
How Do You Sleep? - Live At Abbey Road Studios,Sam Smith,57rpsmtlyHpWupFEFk1S7e,0.48,0.482,1,-8.28,0,0.16,0.162,2.07e-06,0.0971,0.156,166.023
For the Lover That I Lost - Live At Abbey Road Studios,Sam Smith,5dmadF5vmPO5ehgPDWg68b,0.519,0.275,0,-10.288,0,0.0495,0.863,0.0,0.32,0.549,135.619
Kids Again - Live At Abbey Road Studios,Sam Smith,2GvW8QspjqmryBZR4yW1gC,0.681,0.518,11,-7.475,1,0.0279,0.713,4.85e-05,0.137,0.594,128.102
Love Goes - Live At Abbey Road Studios,Sam Smith,7H0lXhqkJjHCPnxK8mVpaC,0.456,0.154,0,-12.464,1,0.0382,0.918,0.00132,0.121,0.203,72.591
Stay With Me - Live At Abbey Road Studios,Sam Smith,36qZjKWeSbXkTeTA8tM4De,0.295,0.132,0,-10.636,1,0.0355,0.919,2.91e-05,0.116,0.15,136.085
Young,Sam Smith,1VCD7bvSOjhJYBcOzQguik,0.657,0.19,3,-9.046,1,0.367,0.651,0.0,0.328,0.406,118.421
Diamonds,Sam Smith,1hJIbOjWpid6LtnozHmzRS,0.637,0.666,10,-6.773,0,0.0494,0.161,0.0,0.108,0.529,104.02
Another One,Sam Smith,61nXG1EGqF8a9OgRlCLSB4,0.497,0.618,1,-7.351,1,0.0932,0.206,0.0,0.403,0.223,123.305
My Oasis (feat. Burna Boy),Sam Smith,1F2K8y7e7STRGCySkEpBtT,0.691,0.474,10,-8.742,0,0.0583,0.569,0.000626,0.099,0.381,143.783
So Serious,Sam Smith,1nedyHXLtbomGOaa7BOwYl,0.568,0.519,0,-6.232,1,0.041,0.312,0.0,0.0858,0.38,91.892
Dance (‘Til You Love Someone Else),Sam Smith,7ngTmzqa1PylqWUtMWfCgl,0.723,0.653,4,-6.003,0,0.0614,0.0821,2.27e-06,0.0824,0.361,124.023
For The Lover That I Lost,Sam Smith,6VbtCWsziqN8SW3ULogYrM,0.494,0.291,4,-8.441,1,0.0367,0.815,0.0,0.127,0.413,136.99
Breaking Hearts,Sam Smith,5JWTadGxbmqjZYBE3Pwueb,0.689,0.215,10,-11.371,1,0.0782,0.639,1.65e-06,0.107,0.227,91.839
Forgive Myself,Sam Smith,5wHRQRy339ghP31x0hUWcQ,0.758,0.155,3,-10.252,1,0.0447,0.917,0.0,0.116,0.207,122.026
Love Goes (feat. Labrinth),Sam Smith,5aRlRDvXRuP81qEzKTXQvM,0.459,0.232,0,-12.434,1,0.0768,0.812,0.0582,0.154,0.204,145.137
Kids Again,Sam Smith,5LL9lSNn26GBoC5StQ3itk,0.666,0.726,11,-2.998,1,0.0262,0.486,0.0,0.0892,0.468,128.044
Dancing With A Stranger (with Normani),Sam Smith,3xgT3xIlFGqZjYW9QlhJWp,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998
How Do You Sleep?,Sam Smith,34pRqzRiFcIuyRMuuEayzY,0.561,0.685,1,-4.891,0,0.0835,0.154,0.0,0.077,0.363,165.944
To Die For,Sam Smith,66ZD4DFAmJe3Y9jv2NXqgI,0.461,0.362,0,-7.87,1,0.0762,0.832,2.85e-06,0.098,0.309,171.604
I'm Ready (with Demi Lovato),Sam Smith,6GJNINiIzgBRz1OWNpfU9c,0.501,0.664,10,-6.339,1,0.0402,0.00418,2.54e-05,0.284,0.125,155.072
Fire On Fire,Sam Smith,7t3Xdbufg7q2onVsR8RBdY,0.584,0.408,1,-7.356,0,0.0461,0.476,0.0,0.18,0.333,115.129
Promises (with Sam Smith),Calvin Harris,7292H279xDh84LDo5BePPi,0.781,0.768,11,-5.994,1,0.0394,0.0119,5.15e-06,0.325,0.487,123.07
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873
Say It First,Sam Smith,4K1vOdIFqskQv3zoI0FdAk,0.566,0.407,0,-10.293,1,0.0914,0.766,0.000185,0.111,0.156,119.781
One Last Song,Sam Smith,01uk7IzZyFNfQTDBXxx6NB,0.672,0.53,1,-6.43,1,0.0284,0.367,0.0,0.321,0.485,103.326
Midnight Train,Sam Smith,1A85fOmviQuGgkF6Lww6Nd,0.713,0.597,4,-7.117,1,0.0692,0.377,2.86e-05,0.179,0.399,96.06
Burning,Sam Smith,2mb6YdoavL6db22p7XKJQZ,0.631,0.224,6,-9.383,1,0.0417,0.885,0.0,0.282,0.365,86.936
HIM,Sam Smith,3AFPGvRzeKeNJbIbLwcz4G,0.575,0.248,5,-11.115,0,0.0299,0.587,5.39e-05,0.24,0.328,85.05
"Baby, You Make Me Crazy",Sam Smith,1p1SbqeipOd4ezKUpxqaz6,0.513,0.648,5,-7.714,0,0.0994,0.00739,4.87e-05,0.176,0.497,169.743
No Peace,Sam Smith,5ZX1X9Rl4zbx1Wwyn3idVD,0.66,0.542,4,-8.11,0,0.077,0.343,3.89e-06,0.122,0.152,135.828
Palace,Sam Smith,3zesxb7sOGbeSwUrzLUP0f,0.345,0.193,6,-10.236,0,0.0328,0.74,4.2e-06,0.117,0.268,77.547
Pray,Sam Smith,7DsX5K72fewVGb47qj7Tbg,0.535,0.382,4,-9.465,0,0.0426,0.282,1.14e-05,0.0865,0.147,87.801
Nothing Left For You,Sam Smith,5qOWH742APK9OAIhQBflvV,0.499,0.3,10,-8.631,1,0.0433,0.616,1.69e-06,0.128,0.212,126.724
The Thrill Of It All,Sam Smith,6TwcRSQgztJFw8tQDrs35D,0.496,0.279,10,-9.18,1,0.052,0.81,6.82e-05,0.11,0.103,127.053
Scars,Sam Smith,6t4rYZeShwJai1YSs0tWOQ,0.567,0.399,2,-10.385,1,0.0981,0.759,0.000153,0.119,0.431,77.389
One Day At A Time,Sam Smith,6AUuRg513AfT50d52O60fS,0.502,0.32,1,-7.95,1,0.0342,0.775,0.0,0.113,0.337,129.356
Too Good At Goodbyes,Sam Smith,1bbTELEiHqZVg0PlgKzaMV,0.715,0.372,5,-8.237,1,0.0443,0.638,0.0,0.169,0.474,91.931
Say It First,Sam Smith,3OBQwYh9X3nmhhoAiWVRzS,0.569,0.407,0,-10.293,1,0.0908,0.765,0.000177,0.111,0.16,119.783
One Last Song,Sam Smith,7bsIJDHiS6ZtOnTKAvl9CW,0.671,0.53,1,-6.43,1,0.0284,0.367,0.0,0.321,0.485,103.327
Midnight Train,Sam Smith,05NRHScUr3fEXOzTJygfyK,0.713,0.597,4,-7.117,1,0.0692,0.375,2.86e-05,0.179,0.4,96.059
Burning,Sam Smith,72IjhoYStoUMzdtMG7Fodk,0.631,0.224,6,-9.384,1,0.0417,0.884,0.0,0.282,0.366,86.936
HIM,Sam Smith,2E9Ty5SzU6wJrN2HUGIkAI,0.537,0.247,5,-11.115,0,0.03,0.587,5.21e-05,0.24,0.33,84.726
"Baby, You Make Me Crazy",Sam Smith,60dAr9tXwaoPn9EeaUQtJi,0.513,0.648,5,-7.714,0,0.0993,0.00709,4.85e-05,0.176,0.496,169.734
No Peace,Sam Smith,36XVUuWObkWq0RjbCnGHPC,0.662,0.542,4,-8.11,0,0.0752,0.34,4.2e-06,0.122,0.153,135.932
Palace,Sam Smith,3Dc3h8xj1A5RJvECAL7F8v,0.425,0.193,9,-10.236,1,0.0316,0.74,4.18e-06,0.117,0.273,84.93
Pray,Sam Smith,5PrYSnXCViZCITQYBtsogz,0.539,0.383,4,-9.461,0,0.0424,0.283,1.18e-05,0.0865,0.153,88.051
Money On My Mind,Sam Smith,42B0BxAvZEqfrUIoP9HSJe,0.647,0.849,2,-5.294,1,0.163,0.2,0.000216,0.244,0.709,133.646
Good Thing,Sam Smith,2itCTeFaGppUvoxCsuJQhw,0.615,0.322,1,-10.863,0,0.041,0.656,0.0022,0.301,0.26,129.586
Stay With Me,Sam Smith,31CHJzSweI6r1dk6XrZceK,0.56,0.429,0,-6.267,1,0.0377,0.52,7.06e-05,0.105,0.161,85.036
Leave Your Lover,Sam Smith,14Ch95oEbCcSBNX7gZdag9,0.445,0.26,4,-8.775,1,0.0435,0.953,3.27e-06,0.105,0.423,143.431
I'm Not The Only One,Sam Smith,4JHkidVQCWtXwrzjdh5tbM,0.688,0.474,5,-5.894,1,0.0344,0.49,4.48e-06,0.0846,0.482,81.976
I've Told You Now,Sam Smith,2UonPYDoqpUZxoJUHWCgtP,0.664,0.373,4,-8.132,0,0.0346,0.692,2.27e-05,0.0941,0.189,86.143
Like I Can,Sam Smith,5VYS23P3A31Rn6CtsGTEOR,0.656,0.6,7,-6.705,0,0.0358,0.355,3.95e-05,0.108,0.539,99.957
Life Support,Sam Smith,4t5jShQD8GkfjDMAsAYJeg,0.428,0.472,4,-7.401,0,0.0346,0.453,0.000631,0.144,0.226,119.742
Not In That Way,Sam Smith,5JRCjBJ9fuhxfJruiurYw6,0.383,0.154,2,-12.567,1,0.0333,0.933,0.0,0.125,0.303,75.192
Lay Me Down,Sam Smith,1eUtyz3sWA42VYsiqbfQoZ,0.427,0.304,4,-9.661,1,0.0436,0.759,1.14e-05,0.111,0.153,116.977
Restart,Sam Smith,60qgg890t9qRIWxEo3wO8s,0.756,0.749,1,-6.283,1,0.0402,0.0434,0.00187,0.116,0.868,114.992
Latch - Acoustic,Sam Smith,5vUNRJsvEOUsz4sbKkJpFr,0.372,0.247,8,-8.706,1,0.0273,0.981,0.000223,0.11,0.239,96.17
La La La,Naughty Boy,0PPXEgevjLKKso0QVhEFZ4,0.774,0.587,6,-6.498,0,0.032,0.0787,2.7e-06,0.105,0.237,125.065
Make It To Me,Sam Smith,2uCMaUojwuqr8CRGsLoPa6,0.456,0.379,1,-8.573,1,0.0685,0.63,3.1e-06,0.0983,0.225,149.967
Drowning Shadows,Sam Smith,4dtU73n96G2Qutw4rJ7cOc,0.289,0.334,7,-8.042,1,0.0311,0.906,1.72e-05,0.0938,0.287,67.916
Love Is A Losing Game,Sam Smith,0FDabUXsNRn1yS65CzEF2Y,0.24,0.232,0,-8.934,1,0.0351,0.948,3.06e-05,0.11,0.182,74.612
